Project_ID,Emirate,Project_Name,Type_of_Work,Contractor,Start_Date,End_Date,Actual_End_Date,Task_Status,Budget,Cost,Cost_Variance,Labor_Hours
PRJ-UAE-745,Abu Dhabi,Design and Construction of 67 Parks and Playgrounds in Various Areas in the City of Abu Dhabi,Maintenance,Vendor E,27/06/2022,24/08/2022,31/08/2022,Completed,,3807926.27,1382506.27,806
PRJ-UAE-866,Abu Dhabi,Abu Dhabi Corniche - Al Bahar Road Marking,Maintenance,Vendor A,27/06/2022,15/08/2022,02/09/2022,Completed,508198,572338.66,64140.66,1278
PRJ-UAE-303,Dubai,Dubai Opera District- Phase 3 Tunnels and UGCP Modification.,Maintenance,Vendor E,27/06/2022,17/09/2022,22/09/2022,Completed,2329624,2325953.41,-3670.59,2524
PRJ-UAE-655,Abu Dhabi,10221000000 Package 13C Abu Dhabi,Sand Blasting,Vendor F,28/06/2022,11/09/2022,27/09/2022,Completed,817578,997614.68,180036.68,2024
PRJ-UAE-490,Dubai,Road Marking @ GEMS-CISS Qusais Dubai,Hand Marking TP,Vendor F,29/06/2022,15/07/2022,05/08/2022,Completed,1808296,1781461.2,-26834.8,2272
PRJ-UAE-806,Sharjah,Contract R1582 Internal Roads for Alwushah in Dhaid,Cold Marking,Vendor F,03/07/2022,13/09/2022,21/09/2022,Completed,542896,539297.43,-3598.57,974
PRJ-UAE-769,Abu Dhabi,"Automotive Precision Technology at Kizad , Abu Dhabi-UAE",Sand Blasting,Vendor C,03/07/2022,28/07/2022,10/08/2022,Completed,1931490,1968425.61,36935.61,765
PRJ-UAE-637,Sharjah,"Al Orouba Street, Sharjah Bridge",Epoxy Floor Coating System,Vendor D,03/07/2022,10/08/2022,06/08/2022,Completed,1248647,1307166.88,58519.88,2079
PRJ-UAE-839,Al Ain,Supply & Apply Termoplastic and National Road Marking Paint for Kizad Project,Epoxy Floor Coating System,Vendor A,04/07/2022,27/09/2022,22/10/2022,Completed,1147560,2123799.03,976239.03,2403
PRJ-UAE-442,Dubai,Road Marking Works at Jumeirah-Dubai,Epoxy Floor Coating System,Vendor G,04/07/2022,20/08/2022,31/08/2022,Completed,882847,954003.88,71156.88,2184
PRJ-UAE-423,Abu Dhabi,"Burjeel Medical City- Road Marking Works, MBZ, Abu Dhabi-UAE",Premarking,Vendor F,05/07/2022,01/09/2022,26/09/2022,Completed,1328307,1235165.25,-93141.75,1337
PRJ-UAE-643,Sharjah,R1581 Internal Roads For Al Hassiah Dhaid Sharjah,Machine Marking TP,Vendor C,06/07/2022,31/07/2022,28/07/2022,Completed,454120,428701.08,-25418.92,303
PRJ-UAE-892,UAQ,Proposed Factory for Universal Rubber Belt Manufacturing,Maintenance,Vendor C,07/07/2022,26/07/2022,16/08/2022,Completed,494888,549441.96,54553.96,2102
PRJ-UAE-780,Dubai,"Project Site @Plot No 4210804, Al waraqa Dubai",Epoxy Floor Coating System,Vendor D,07/07/2022,20/09/2022,29/09/2022,Completed,1607516,1551395.01,-56120.99,
PRJ-UAE-534,Dubai,Dubai International Airport SP3/MSC/003-DA Terminal 1 Departure,Premarking,Vendor C,08/07/2022,30/07/2022,16/08/2022,Completed,900664,829594.98,-71069.02,720
PRJ-UAE-315,Sharjah,Sajja Sharjah School cool Pair,Maintenance,Vendor E,08/07/2022,17/09/2022,22/09/2022,Completed,305752,367646.04,61894.04,1239
PRJ-UAE-329,Dubai,Dubai Toyota Showroom Parking Areas,Cold Marking,Vendor G,08/07/2022,29/09/2022,26/09/2022,Completed,1857432,2155282.76,297850.76,116
PRJ-UAE-404,Sharjah,R1221B-Parking Area for Kalba Bird of Prey Centre,  Cold Marking   ,Vendor F,08/07/2022,05/09/2022,19/09/2022,Completed,1053066,981134.29,-71931.71,2433
PRJ-UAE-171,Dubai,"Proposed Eco Drive Automobile Driving School, Dubai, UAE",Maintenance,Vendor E,11/07/2022,27/08/2022,13/09/2022,Completed,1766828,1641687.68,-125140.32,1083
PRJ-UAE-553,Ajman,Zabeel Palce Gate Entry Exit Marking,Sand Blasting,Vendor D,11/07/2022,06/08/2022,05/08/2022,Completed,666833,629543.5,-37289.5,1586
PRJ-UAE-201,Dubai,"LAYAN COMMUNITY,DUBAI PROPERTY",Cold Marking,Vendor F,12/07/2022,21/09/2022,10/10/2022,Completed,1888186,2063487.99,175301.99,1776
PRJ-UAE-694,Sharjah,Etihad Rail - Juction L - Al Dhaid,Maintenance,Vendor G,13/07/2022,08/10/2022,21/10/2022,Completed,653925,788442.21,134517.21,1314
PRJ-UAE-477,Dubai,Concrete Milling at Jebel Ali,Premarking,Vendor A,14/07/2022,06/09/2022,14/09/2022,Completed,2432604,2539760,107156,1431
PRJ-UAE-361,Dubai,"Road Marking works at Al Saouh First, Dubai - UAE",  Hand Marking TP   ,Vendor A,14/07/2022,29/09/2022,04/10/2022,Completed,1845703,2128272.1,282569.1,2540
PRJ-UAE-106,Abu Dhabi,Perma-Pipe ICAD Facility - Abu Dhabi,Sand Blasting,Vendor D,15/07/2022,23/09/2022,10/10/2022,Completed,602620,674994.32,72374.32,1072
PRJ-UAE-846,Dubai,284-Propsed MRO Facility (B+G+M+2+R) for M/s Execujet ME Co.LLC at Dubai South,Machine Marking TP,Vendor C,15/07/2022,21/08/2022,29/08/2022,Completed,925887,904878.51,-21008.49,1433
PRJ-UAE-428,Abu Dhabi,"Handicap Parking at Yas Island,Abu Dhabi",Hand Marking TP,Vendor B,15/07/2022,19/09/2022,01/10/2022,Completed,671356,821966.4,150610.4,1261
PRJ-UAE-396,Fujairah,"Al Rahba,Riyad 9,11 and 13",Sand Blasting,Vendor G,15/07/2022,02/09/2022,20/09/2022,Completed,640286,651396.43,11110.43,249
PRJ-UAE-893,Abu Dhabi,Barakah Tarining Hanger Al Reef Abu dhabi,Hand Marking TP,Vendor G,16/07/2022,11/09/2022,17/09/2022,Completed,1965282,1934411.07,-30870.93,1706
PRJ-UAE-204,Abu Dhabi,"Tal Morâ€™eb Cycling Track project (Liwa , Al Dhafra region)",Cold Marking,Vendor B,16/07/2022,16/08/2022,15/08/2022,Completed,1107453,1079160.73,-28292.27,226
PRJ-UAE-693,Dubai,10217000000 South east road tp Mahawi site - Drive Thru Screening Hospital,Epoxy Floor Coating System,Vendor B,17/07/2022,05/10/2022,01/10/2022,Completed,1854186,1891446,37260,929
PRJ-UAE-415,UAQ,Global  Village,Sand Blasting,Vendor C,17/07/2022,29/08/2022,04/09/2022,Completed,,672098.71,-11624.29,1222
PRJ-UAE-898,Dubai,"DAR AL  MARAFA SCHOOL,DUBAI",Maintenance,Vendor G,18/07/2022,14/09/2022,03/10/2022,Completed,1708877,1660141.77,-48735.23,86
PRJ-UAE-711,RAK,Road marking works at Martyr Suhail Rashid Hamid Al-Dhamani Mosque Al Mmunea -UAE,Maintenance,Vendor B,19/07/2022,03/10/2022,01/10/2022,Completed,529568,524788.25,-4779.75,1144
PRJ-UAE-406,Dubai,"Community Facility Mira Oasis Al Yalayis, Dubai - UAE",Cleaning,Vendor B,20/07/2022,13/08/2022,17/08/2022,Completed,2443216,2767071.16,323855.16,2585
PRJ-UAE-502,Fujairah,Deira City Center,Machine Marking TP,Vendor G,20/07/2022,26/09/2022,03/10/2022,Completed,476385,532203.69,55818.69,2119
PRJ-UAE-647,Abu Dhabi,External Facility Management Services for Industrial Cities - Al Marfraq - Abu Dhabi,Epoxy Floor Coating System,Vendor B,20/07/2022,30/08/2022,18/09/2022,Completed,1725422,1624005.19,-101416.81,1613
PRJ-UAE-894,Dubai,Multi-User Facility - Phase -1 at the Logistics District at Dubai South,Sand Blasting,Vendor A,20/07/2022,11/10/2022,07/10/2022,Completed,1732204,1752433.26,20229.26,116
PRJ-UAE-301,Sharjah,R1726-Rail & Jogging Track Hanging Garden - Kalba,Epoxy Floor Coating System,Vendor A,20/07/2022,28/08/2022,13/09/2022,Completed,556187,559828.58,3641.58,1902
PRJ-UAE-288,Ajman,ENOC - New Plot Development and Asphalt Road Works,Cleaning,Vendor C,21/07/2022,08/10/2022,04/10/2022,Completed,824055,1440938.37,616883.37,227
PRJ-UAE-394,Sharjah,Development of Dhaid Road,Cleaning,Vendor A,23/07/2022,28/08/2022,25/08/2022,Completed,1073686,1289237.88,215551.88,1892
PRJ-UAE-730,Sharjah,R 1722 Internal Roads in Al Qadisiya Area in Kalba,Epoxy Floor Coating System,Vendor A,23/07/2022,31/08/2022,24/09/2022,Completed,334968,396371.83,61403.83,1402
PRJ-UAE-851,Dubai,Emaar South Development Phase-2 Golf Course,Premarking,Vendor A,25/07/2022,10/10/2022,22/10/2022,Completed,1084604,1114032.77,29428.77,2722
PRJ-UAE-126,Abu Dhabi,"P017-Temporary Asphalt Road Marking at Al Dabbiya, Abu Dhabi",Maintenance,Vendor A,27/07/2022,29/09/2022,18/10/2022,Completed,787804,810519.85,22715.85,
PRJ-UAE-796,Dubai,"Road Marking at Bin Yaber Driving Institute, Dubai-UAE",Epoxy Floor Coating System,Vendor G,27/07/2022,07/10/2022,26/10/2022,Completed,877255,942862.96,65607.96,2380
PRJ-UAE-384,Dubai,Dubai International Airport DXB Plus Detension Centre  Upgrade Works,Cold Marking,Vendor A,28/07/2022,09/09/2022,23/09/2022,Completed,1150461,1144013.19,-6447.81,1369
PRJ-UAE-106,Abu Dhabi,Perma-Pipe ICAD Facility - Abu Dhabi,Epoxy Floor Coating System,Vendor A,28/07/2022,28/09/2022,13/10/2022,Completed,530372,537821.9,7449.9,2498
PRJ-UAE-132,Al Ain,CMW-22085 -Al Ain,Maintenance,Vendor F,29/07/2022,23/09/2022,15/10/2022,Completed,1312308,1302521.97,-9786.03,965
PRJ-UAE-860,Dubai,AC 9086 Jebel Ali Rail Terminal (JART) - Design & Build,Hand Marking TP,Vendor B,29/07/2022,11/09/2022,19/09/2022,Completed,2235990,2714604.06,478614.06,
PRJ-UAE-637,Sharjah,"R 1890 Roads and Parking for Hatib Bin Harith Mosque in Al Sajaa Area, Sharjah-UAE",Epoxy Floor Coating System,Vendor D,30/07/2022,16/10/2022,14/10/2022,Completed,434197,485379.84,51182.84,2145
PRJ-UAE-425,UAQ,MUHAISNAH,Epoxy Floor Coating System,Vendor A,31/07/2022,17/10/2022,16/10/2022,Completed,746543,778005.6,31462.6,2719
PRJ-UAE-584,Dubai,JEBEL ALI AIRPORT,Machine Marking TP,Vendor E,31/07/2022,26/09/2022,07/10/2022,Completed,2436781,2328491.76,-108289.24,1909
PRJ-UAE-864,Al Ain,150 MIGD Desalination Plant in Umm Al Quwain Project,Cold Marking,Vendor C,01/08/2022,28/10/2022,21/11/2022,Completed,1194440,1408862.68,214422.68,1862
PRJ-UAE-693,Dubai,10217000000 South east road tp Mahawi site - Drive Thru Screening Hospital,Cold Marking,Vendor B,01/08/2022,19/09/2022,03/10/2022,Completed,762226,832395.83,70169.83,1835
PRJ-UAE-135,Dubai,"Road Marking works at Al Minhad Airbase, Dubai UAE",Sand Blasting,Vendor C,03/08/2022,20/08/2022,17/08/2022,Completed,1477503,1367383.01,-110119.99,2152
PRJ-UAE-645,Sharjah,Road Marking Al Ghubaiba - Sharjah,Cleaning,Vendor F,04/08/2022,18/09/2022,16/09/2022,Completed,626665,694244.78,67579.78,133
PRJ-UAE-305,Sharjah,Road Marking at Al Qassimi Hospital - Sharjah,Epoxy Floor Coating System,Vendor D,04/08/2022,11/10/2022,10/10/2022,Completed,1469072,1597942.06,128870.06,1484
PRJ-UAE-128,RAK,Masdar City Road Marking,Machine Marking TP,Vendor E,05/08/2022,21/08/2022,11/09/2022,Completed,682089,629919.07,-52169.93,1177
PRJ-UAE-241,Fujairah,CMW HELIPAD MARKING IN ABUDHABI,Hand Marking TP,Vendor A,06/08/2022,13/10/2022,13/10/2022,Completed,888327,869826.85,-18500.15,433
PRJ-UAE-408,Al Ain,CMW-20054-C001 UMM-UL-ZAMOUL ALAIN,Hand Marking TP,Vendor C,06/08/2022,26/10/2022,01/11/2022,Completed,1400568,1365489.78,-35078.22,2566
PRJ-UAE-563,Abu Dhabi,"Emirates Diplomatic Academy, Abu Dhabi",Sand Blasting,Vendor C,06/08/2022,02/11/2022,02/11/2022,Completed,1910195,2196282.18,286087.18,613
PRJ-UAE-872,Sharjah,Road Marking  in Sharjah University,Cleaning,Vendor A,06/08/2022,23/08/2022,09/09/2022,Completed,1385505,2761538.62,1376033.62,593
PRJ-UAE-258,Dubai,"Serenity Mansions Tilal Al Ghaf Community, Dubai- UAE",Cold Marking,Vendor B,07/08/2022,28/08/2022,03/09/2022,Completed,569160,582505.33,13345.33,2543
PRJ-UAE-443,Sharjah,"Road Marking at Hamriyah Free Zone Phase -1, Sharjah",Hand Marking TP,Vendor D,07/08/2022,28/08/2022,01/09/2022,Completed,795992,824638.02,28646.02,1890
PRJ-UAE-531,Abu Dhabi,Speed Hump Marking at Abu Dhabi,Maintenance,Vendor B,07/08/2022,12/10/2022,10/10/2022,Completed,1898720,1842267.95,-56452.05,1585
PRJ-UAE-676,Dubai,Dubai Martime - Kuwait Street Project,Sand Blasting,Vendor A,07/08/2022,27/08/2022,24/08/2022,Completed,780347,967886.02,187539.02,1656
PRJ-UAE-219,RAK,DA/121-21 Emergency frame work contract-Modification of Entry / exit at T1 Carpark-C,Premarking,Vendor F,07/08/2022,29/10/2022,29/10/2022,Completed,420353,430661.32,10308.32,1206
PRJ-UAE-791,Ajman,Contract R 120 College Bus Station in Al Batayeh DJ-594,Maintenance,Vendor C,07/08/2022,08/10/2022,04/10/2022,Completed,173389,172226.46,-1162.54,2157
PRJ-UAE-271,Abu Dhabi,BLOOM GRADEN NURSERY  PARKING & ROAD PAVING ABU DHABI,Maintenance,Vendor B,08/08/2022,02/11/2022,02/11/2022,Completed,1411831,1406276.92,-5554.08,
PRJ-UAE-581,Dubai,AL MAKTOUM INTERNATIONAL AIRPORT SP.DWC/726/A,Machine Marking TP,Vendor B,09/08/2022,07/10/2022,01/11/2022,Completed,2024537,1966234.49,-58302.51,929
PRJ-UAE-133,Sharjah,Al Sajaa Industrial Village (ASIV) Road Access DJ-614,Hand Marking TP,Vendor G,09/08/2022,05/11/2022,04/11/2022,Completed,681216,811663.75,130447.75,104
PRJ-UAE-310,Abu Dhabi,"Road Marking Works at Khalifa Hospital, Fujairah-UAE",Premarking,Vendor G,10/08/2022,01/11/2022,21/11/2022,Completed,1099780,1099243.32,-536.68,1131
PRJ-UAE-717,Sharjah,"CONSTRUCTION OF EMIRATI SCHOOL - AL MEZAIRAH ,SHARJAH",Machine Marking TP,Vendor F,10/08/2022,21/10/2022,13/11/2022,Completed,375504,379106.6,3602.6,1384
PRJ-UAE-506,Sharjah,Etihad rail project - Package  - Sharjah,Cold Marking,Vendor B,11/08/2022,30/08/2022,14/09/2022,Completed,1080728,1036998.32,-43729.68,1605
PRJ-UAE-306,,"City Land All External Works City Land Mall,Wadi Al Safa 4 - Dubai",Cleaning,Vendor E,12/08/2022,21/09/2022,21/09/2022,Completed,843856,977208.73,133352.73,989
PRJ-UAE-810,Al Ain,Kerbstone Painting (External Work),Cleaning,Vendor G,13/08/2022,06/10/2022,03/10/2022,Completed,1037455,994413.63,-43041.37,464
PRJ-UAE-432,Sharjah,Road Marking at Sharjah Golf And Shooting Club,Epoxy Floor Coating System,Vendor E,13/08/2022,24/10/2022,23/10/2022,Completed,1292276,1220315.87,-71960.13,
PRJ-UAE-434,Abu Dhabi,"J1026 Al Taweelah, Abu Dhabi",Cold Marking,Vendor E,13/08/2022,21/09/2022,02/10/2022,Completed,2034681,1875150.38,-159530.62,578
PRJ-UAE-863,RAK,0664-ABUDHABI AIRPORTS,Cold Marking,Vendor F,13/08/2022,25/10/2022,18/11/2022,Completed,483627,454490.21,-29136.79,1258
PRJ-UAE-844,ajman,"(J&P) Construction of Hotel,appartment Bldg A,B",Machine Marking TP,Vendor F,14/08/2022,20/10/2022,13/11/2022,Completed,866423,1068531.24,202108.24,1229
PRJ-UAE-752,Dubai,"Road Marking & Sand Blasting Works at Latifa Hospital , Dubai-UAE",Premarking,Vendor C,15/08/2022,22/09/2022,28/09/2022,Completed,746528,843151.59,96623.59,578
PRJ-UAE-221,RAK,MALIHA,Premarking,Vendor E,18/08/2022,16/09/2022,13/09/2022,Completed,418051,426052.85,8001.85,68
PRJ-UAE-743,Dubai,"KP0127 - Roads Marking Works  at Deira Island, Dubai",Premarking,Vendor B,18/08/2022,20/09/2022,20/09/2022,Completed,676271,695936.24,19665.24,357
PRJ-UAE-414,Dubai,"Toyota Showroom Airport Road, Dubai",Epoxy Floor Coating System,Vendor C,18/08/2022,24/10/2022,02/11/2022,Completed,1593051,1857206.52,264155.52,2512
PRJ-UAE-248,Dubai,"Construction of ware house, cold storage & associated work @ plot no 5991039 at Jebel Ali industrial first",Machine Marking TP,Vendor D,19/08/2022,01/11/2022,30/10/2022,Completed,1417201,1738476.03,321275.03,364
PRJ-UAE-699,Sharjah,Construction & Maintenance of Boys & Girls Accommodation at the Academy of Arts- University City - Sharjah,Cleaning,Vendor B,20/08/2022,24/10/2022,31/10/2022,Completed,1279955,1282530.74,2575.74,1191
PRJ-UAE-130,Dubai,ADDITIONAL  ENTRANCE AND EXIT  ROAD AT AL KHALIL ROAD -DUBAI (DJ-548),Sand Blasting,Vendor F,20/08/2022,04/09/2022,09/09/2022,Completed,1744968,1992445.28,247477.28,2306
PRJ-UAE-550,Sharjah,"Construction Of Al Madina water Storage Reservoirs phase -2, Sharjah-UAE",Premarking,Vendor B,22/08/2022,08/10/2022,06/10/2022,Completed,1171525,1270259,98734,702
PRJ-UAE-556,Abu Dhabi,Sand Blasting at Abu Dhabi,Maintenance,Vendor D,22/08/2022,30/10/2022,24/11/2022,Completed,2161386,2063120.67,-98265.33,2548
PRJ-UAE-657,UAQ,JA Beach hotel at JA resort,Cleaning,Vendor B,23/08/2022,21/10/2022,11/11/2022,Completed,262827,259621.12,-3205.88,1696
PRJ-UAE-835,Sharjah,R1221A - Sharjah Kalba Road Widening with Service Road Parking & Channel,Machine Marking TP,Vendor F,23/08/2022,13/09/2022,13/09/2022,Completed,1082866,1083148.85,282.85,279
PRJ-UAE-477,Dubai,"Community Facility Mira Reem Al Yalayis, Dubai - UAE",Sand Blasting,Vendor C,24/08/2022,16/09/2022,16/09/2022,Completed,2375788,2853846.09,478058.09,166
PRJ-UAE-643,Sharjah,R1581 Internal Roads For Al Hassiah Dhaid Sharjah,Maintenance,Vendor B,24/08/2022,28/09/2022,20/10/2022,Completed,383501,373160.31,-10340.69,1229
PRJ-UAE-531,abu dhabi,Speed Hump Marking at Abu Dhabi,Cleaning,Vendor A,25/08/2022,12/09/2022,12/09/2022,Completed,1793484,1817985.29,24501.29,712
PRJ-UAE-177,RAK,Road Marking in Madam Road,Cleaning,Vendor F,25/08/2022,07/10/2022,29/10/2022,Completed,597742,660554.54,62812.54,2109
PRJ-UAE-163,Abu Dhabi,"West Yas Development - Landscaping Work, West Yas Island - Abu Dhabi",Premarking,Vendor E,25/08/2022,15/11/2022,01/12/2022,Completed,1238728,1173056.83,-65671.17,1671
PRJ-UAE-216,Dubai,Proposed Dubai Islamic Bank Al Nahda Building. Al Nahda Fist - DubaI,Sand Blasting,Vendor G,26/08/2022,06/11/2022,02/11/2022,Completed,872089,843428.54,-28660.46,345
PRJ-UAE-718,Dubai,Construction of Akoya Service Station in Dubai on Plot No.9190104,Cleaning,Vendor G,26/08/2022,17/09/2022,23/09/2022,Completed,1274316,1551815.02,277499.02,2288
PRJ-UAE-366,Sharjah,Victoria International School - Plot No.316 at Al Tawi Hamded - Maleeha -  Sharjah,Hand Marking TP,Vendor G,28/08/2022,13/10/2022,11/10/2022,Completed,454154,433641.96,-20512.04,376
PRJ-UAE-160,Ajman,Etihad Rail - ICAD IV Access Road to Allocated Land,Cleaning,Vendor B,28/08/2022,08/10/2022,07/10/2022,Completed,720583,663508.86,-57074.14,1738
PRJ-UAE-288,Al Ain,Kerb Painting Works - Sobha Hartland,Sand Blasting,Vendor F,29/08/2022,19/09/2022,03/10/2022,Completed,801934,824834.89,22900.89,2067
PRJ-UAE-188,Abu Dhabi,"Souk Al Jubail Town Center & Apartments, Jubail Island, Abu Dhabi",Cold Marking,Vendor D,29/08/2022,23/09/2022,16/10/2022,Completed,1038809,1118347.6,79538.6,1118
PRJ-UAE-308,Abu Dhabi,ERTH Abu Dhabi Hotel (Formerly AFOC&H),Epoxy Floor Coating System,Vendor F,29/08/2022,12/11/2022,28/11/2022,Completed,2379000,2397921.09,18921.09,1227
PRJ-UAE-844,Ajman,Impovement of Al Rashideya Intersection - Ajman (GJ-562),Maintenance,Vendor A,30/08/2022,25/10/2022,08/11/2022,Completed,498136,494527.16,-3608.84,2030
PRJ-UAE-604,Sharjah,R1922 Modification of The Entrance at Sahab Rest Area in Khorfakkan,Cold Marking,Vendor B,30/08/2022,11/11/2022,08/11/2022,Completed,442818,429517.55,-13300.45,2421
PRJ-UAE-139,Abu Dhabi,"ECC Processing Fitout, Zayed International Airport , Abu Dhabi",Hand Marking TP,Vendor F,01/09/2022,25/10/2022,09/11/2022,Completed,2209108,2169064.78,-40043.22,2116
PRJ-UAE-207,Sharjah,R 1338/D -Completion of internal roads in Al Loulouya area in Khorfakkan,Sand Blasting,Vendor F,01/09/2022,17/10/2022,02/11/2022,Completed,1366434,1604962.78,238528.78,2215
PRJ-UAE-230,abu dhabi,Road Making at Kizad - Abu Dhabi,Cleaning,Vendor D,02/09/2022,29/11/2022,24/12/2022,Completed,1439159,1385078.66,-54080.34,
PRJ-UAE-741,RAK,"Deira Waterfront development, Phase -1 (Roads & Infrastructure Works)",Cold Marking,Vendor D,02/09/2022,21/09/2022,07/10/2022,Completed,744719,767188.1,22469.1,
PRJ-UAE-653,Abu Dhabi,"Road Marking Habshan,Abu Dhabi",Machine Marking TP,Vendor B,03/09/2022,16/11/2022,15/11/2022,Completed,696390,1265567.63,569177.63,395
PRJ-UAE-553,Fujairah,Supply and application-internal road marking and parking marking,Maintenance,Vendor A,03/09/2022,11/10/2022,17/10/2022,Completed,428200,834936.67,406736.67,1311
PRJ-UAE-655,Abu Dhabi,10221000000 Package 13C Abu Dhabi,Maintenance,Vendor C,03/09/2022,29/09/2022,28/09/2022,Completed,659449,651811.88,-7637.12,1338
PRJ-UAE-639,Dubai,"Gems World Academy (GWAS) Solar Project Al Barsha South First, Dubai - UAE",Maintenance,Vendor F,04/09/2022,01/12/2022,29/11/2022,Completed,762639,735631.17,-27007.83,447
PRJ-UAE-647,UAQ,"Road Marking works on Al Jada Development (Pakage 26 , Pakage 28 & Package 29)",Cleaning,Vendor G,05/09/2022,24/11/2022,30/11/2022,Completed,134848,134099.78,-748.22,2387
PRJ-UAE-566,UAQ,OH-14-Al Nasar Accomodation-Sajja,Cleaning,Vendor E,05/09/2022,30/09/2022,27/09/2022,Completed,374273,362265.79,-12007.21,705
PRJ-UAE-410,Abu Dhabi,"AJ-541 - DHL Airport Gateway & Logistic Center in ADIA at Abu Dhabi, UAE",  Maintenance   ,Vendor G,06/09/2022,22/09/2022,04/10/2022,Completed,2106144,1981339.82,-124804.18,1803
PRJ-UAE-228,ajman,Contract R1667  Improvement In University City,Hand Marking TP,Vendor D,06/09/2022,09/10/2022,18/10/2022,Completed,728286,752329.8,24043.8,1731
PRJ-UAE-492,Sharjah,R1584 -Madam-Sharjah,Cold Marking,Vendor G,06/09/2022,02/12/2022,23/12/2022,Completed,961657,987292.34,25635.34,2314
PRJ-UAE-264,Al Ain,"DXB - 0625 - Maintenance of Existing Storm Water Network in DMC Industrial Distriet, Dubai - UAE",Sand Blasting,Vendor G,07/09/2022,10/11/2022,07/11/2022,Completed,352750,419224.05,66474.05,478
PRJ-UAE-113,RAK,Sahara Mall Development West Expansion (DJ-541),Cold Marking,Vendor D,07/09/2022,29/10/2022,13/11/2022,Completed,522968,512469.22,-10498.78,1968
PRJ-UAE-374,Abu Dhabi,Ruwais Distribution Center (RBC) Plot No.P83,Sand Blasting,Vendor B,07/09/2022,03/10/2022,26/10/2022,Completed,1288351,1267915.92,-20435.08,1567
PRJ-UAE-836,Dubai,TRA/RSM/M1001/20-Project for Third Party Gems National School at Al Barsha South,Epoxy Floor Coating System,Vendor G,07/09/2022,24/10/2022,07/11/2022,Completed,1678889,1694872,15983,
PRJ-UAE-772,Fujairah,Al Hibab road,Premarking,Vendor D,08/09/2022,25/09/2022,29/09/2022,Completed,607602,576002.68,-31599.32,456
PRJ-UAE-282,Sharjah,"R2122- Proposed Roads Near Aladi Mosque , Kalba- Sharjah-UAE",Hand Marking TP,Vendor D,08/09/2022,22/10/2022,22/10/2022,Completed,477107,556004.42,78897.42,2704
PRJ-UAE-850,Abu Dhabi,Plantwide Road Marking  at Tawela  Abu Dhabi,Hand Marking TP,Vendor E,08/09/2022,27/09/2022,18/10/2022,Completed,2032576,2066676.88,34100.88,2400
PRJ-UAE-349,Dubai,CW118/Dubai South,Machine Marking TP,Vendor D,09/09/2022,02/11/2022,13/11/2022,Completed,679511,632328.92,-47182.08,1257
